window,mean_diff_macro,p_ttest,p_wilcoxon,CI95_low,CI95_high,cohens_d_paired,p_ttest_holm,significant_improvement
65x110,0.03915511517633788,0.00037722804699403335,0.00115966796875,0.022973080965769884,0.05459905716833558,1.199848742206665,0.0015089121879761334,True
75x120,0.018156235778887343,0.16079072313213372,0.12054443359375,-0.0061187749488079025,0.03996065599160951,0.3823618073203205,0.48237216939640115,False
90x140,0.012195891618040574,0.2563793461000423,0.22930908203125,-0.006632346240307826,0.03173747921035306,0.3055371042783156,0.5127586922000846,False
70x105,-0.005555194047261414,0.6296008653290549,0.5994873046875,-0.026974554598858932,0.01568637881321275,-0.1273123621768144,0.6296008653290549,False
